score,aw_title,title
0.40476190476190477, T:The Man with the Golden Arm,Instrument: Ten Years with the Band Fugazi
0.736842105263158, T:The 300 Spartans,The 300 Spartans
0.6666666666666667, T:The Fallen Idol,The Fallen Idol
0.4444444444444444, T:Desperate Hours,Desperate
0.5, T:Knocks at my Door,Knock on Any Door
0.4444444444444444, T:Isabel,Babel
0.6153846153846154, T:China Seas,China Seas
0.44999999999999996, T:A Walk in the Sun,I Walk the Line
0.4545454545454546, T:The Thief's Journal,The Thief Lord
0.6799999999999999, T:The Girl Can't Help It,The Girl Can't Help It
0.5, T:Parrish,Krrish
0.5, T:Angels with Dirty Faces,Strangers with Candy
0.5833333333333333, Tm:Prophecy,Prophecy
0.47619047619047616, T:The Scarlet Letter,The Kremlin Letter
0.65, T:Young Mr.~Lincoln,Young Mr. Lincoln
0.33333333333333337, T:The Subject was Roses,Subject Two
0.5, T:Backtrack,Blackjack
0.47058823529411764, T:Three Comrades,Three Times
0.6470588235294117, Tm:Gumball Rally,The Gumball Rally
0.4285714285714286, Tm:Power Play,Wordplay
0.5263157894736843, T:Place of Shadows,Army of Shadows
0.42105263157894735, T:Orchestra Wives,Orchestra Rehearsal
0.5, T:Le Mans,Little Man
0.5, T:Dames,Dames
0.6666666666666667, T:Dancing Lady,Dancing Lady
0.5625, T:Purple Rain,The Purple Plain
0.6363636363636364, T:Coonskin,Coonskin
0.33333333333333337, T:Period of Adjustment,Whispering Corridors 2: Memento Mori
0.375, T:Fame,End Game
0.55, T:Bend of the River,End of the Spear
0.5652173913043479, T:Gold for the Caesars,Two for the Seesaw
0.6875, T:The Detective,The Detective
0.4375, T:The Red House,Monster House
0.4375, T:Sunny Side Up,Wrong Side Up
0.4375, T:The Love Nest,Just Love Me
0.33333333333333337, T:Choose Me,How Much Do You Love Me?
0.3529411764705882, T:Future Kick,Colour Me Kubrick
0.7916666666666666, T:Death of a Bureaucrat,Death of a Bureaucrat
0.4444444444444444, T:Last on a Train,Snakes on a Plane
0.33333333333333337, T:Cocoon,Scoop
0.39534883720930236, T:The Ballad of Little Jo,Talladega Nights: The Ballad of Ricky Bobby
0.5217391304347826, T:A Night at the Opera,Night at the Museum
0.4, T:World's Greatest Lover,World Trade Center
0.52, T:Stranger Than Paradise,Stranger Than Fiction
0.4782608695652174, T:The Valley of Gwangi,The Valley of Decision
0.6666666666666667, T:The Last Angry Man,The Last Angry Man
0.6470588235294117, T:The Good Fairy,The Good Fairy
0.5555555555555556, T:Betsy's Wedding,Sione's Wedding
0.4285714285714286, T:Miami Blues,Miami Vice
0.42105263157894735, T:The Great Moment,The Groomsmen
0.41666666666666663, T:The Boxer,Shadowboxer
0.6111111111111112, T:Each Dawn I Die,Each Dawn I Die
0.41666666666666663, T:The Dress,Loch Ness
0.5416666666666667," T:Good Morning, Vietnam","Good Morning, Night"
0.5263157894736843, T:Live and Let Die,Live and Become
0.736842105263158, T:Dangerous Ground,On Dangerous Ground
0.45833333333333337, T:Pursuit to Algiers,The Pursuit of Happyness
0.5172413793103448, T:Horror of the Black Museum,Tears of the Black Tiger
0.4, T:He Who Must Die,John Tucker Must Die
0.38888888888888884, T:The Brave Bulls,The Ant Bully
0.42105263157894735, T:Place of Shadows,Warning Shadows
0.7777777777777778, T:Leaves from Satan's Book,Leaves from Satan's Book
0.6, T:Michael,Michael
0.6428571428571428, T:Lady Killer,Lady Killer
0.3928571428571429, T:A Day at the Races,Mrs Palfrey at The Claremont
0.34615384615384615, T:Death of A Cop,The Death of Mr. Lazarescu
0.3076923076923077, T:Masquerade,Cría Cuervos
0.5333333333333333, T:Manhattan,Ciao! Manhattan
0.5238095238095238, T:An Inspector Calls,"Gas, Inspector Palmu!"
0.6875, T:The Rainmaker,The Rainmaker
0.375, Tm:Tank,Crank
0.6071428571428572, T:The Secret Life of Plants,The Secret Life of Words
0.44999999999999996, T:The Rugrats Movie,The Dudesons Movie
0.46153846153846156, T:Black Robe,Black Gold
0.6875, T:The Hurricane,The Hurricane
0.4375, T:Johnny Guitar,Johnny Was
0.375, T:Lured,Played
0.30000000000000004, T:Changes,Chaos
0.5, T:The Night of the Hunter,The Night Listener
0.3846153846153846, T:Green Card,Barnyard
0.55, T:Salt of the Earth,Murmur of the Heart
0.7083333333333333, T:They Won't Believe Me,They Won't Believe Me
0.6956521739130435, T:The Left Hand of God,The Left Hand of God
0.6923076923076923, T:Compulsion,Compulsion
0.6086956521739131, T:The Canterbury Tales,A Canterbury Tale
0.40909090909090906, T:The Crazy Ray,Dirty Mary Crazy Larry
0.7391304347826086, T:Angels over Broadway,Angels Over Broadway
0.6363636363636364, T:Fortress,Fortress
0.375, T:35 Up,Step Up
0.33333333333333337, T:Vroom!,Zoom
0.31999999999999995, T:If Only You Could Cook,Bon Cop Bad Cop
0.6818181818181819," T:Tom, Dick and Harry",Tom Dick and Harry
0.46153846153846156, T:Blind Date,Mind Game
0.55, T:Lord of the Flies,Land of the Blind
0.46153846153846156, T:Off Season,Half Nelson
0.44999999999999996, T:The Music Teacher,The Moustache
0.3846153846153846, T:Rising Sun,Wing Chun
0.4117647058823529, T:The Sundowners,Executioners
0.5555555555555556, T:Legend of the Lost,The Legend of the Swordsman
0.7142857142857143, T:Peking Opera Blues,Peking Opera Blues
0.4545454545454546, T:Adelaide,Tideland
0.5833333333333333, T:Good News,Good News
0.5714285714285714, T:Thunderball,Thunderbolt
0.375, T:G-men,G-Men
0.3846153846153846, T:The Apple,Adam's Apples
0.736842105263158, T:Cabin in the Sky,Cabin in the Sky
0.7058823529411764, T:Tol'able David,Tol'able David
0.12, T:The Goldiggers of 1937,2:37
0.5, T:Bad Girls,Material Girls
0.4, T:Exposed,Accepted
0.5, T:Sleep with Me,Lie with Me
0.5, T:The Hucksters,Crime Busters
0.3846153846153846, T:It Should Happen to You,Att stjäla en tjuv
0.3076923076923077, T:Marleneken,Drömkåken
0.375, T:The Snake Pit,Shake It
0.5333333333333333, T:Hard to Kill,Born to Kill
0.5, T:Goin' South,Heading South
0.5217391304347826, T:Ten Minutes From Now,Seven Men from Now
0.7222222222222222, T:Captain January,Captain January
0.4666666666666667, T:Illusion,The Illusionist
0.6551724137931034, T:The Adventures of Don Juan,Adventures of Don Juan
0.7619047619047619, T:State of the Union,State of the Union
0.6428571428571428, T:San Quentin,San Quentin
0.4285714285714286, Tm:The Unseen,The Queen
0.36, T:Assault on Precinct 13,36th Precinct
0.4444444444444444, T:Priest,Beerfest
0.4, T:How to Steal the World,How to Eat Fried Worms
0.34615384615384615, T:Invincible Mr. Disraeli,Invincible
0.3846153846153846, T:Dreamchild,Idlewild
0.7307692307692308, T:A Slight Case of Murder,A Slight Case of Murder
0.4285714285714286, T:The Princess Bride,The Syrian Bride
0.5, T:Red Garters,"Sorry, Haters"
0.36363636363636365, T:The Ring,The Ritz
0.5833333333333333, T:My Geisha,My Geisha
0.6875, T:Blithe Spirit,Blithe Spirit
0.625, T:The Music Box,The Music Box
0.5238095238095238, T:The Yellow Balloon,The Red Balloon
0.6, T:Way Out West,Way Out West
0.3076923076923077, T:Evangeline,Angel-A
0.736842105263158, T:Green for Danger,Green for Danger
0.7, T:A Chump at Oxford,A Chump at Oxford
0.5384615384615384, T:Blockheads,Block-Heads
0.631578947368421, T:The Icycle Thief,The Icicle Thief
0.4, T:Guantanamera,Quinceañera
0.4, T:The Chair,The Puffy Chair
0.5555555555555556, T:Lassie,Lassie
0.4736842105263158, T:A Generation,Mutual Appreciation
0.6111111111111112, Tm:The Wicker Man,The Wicker Man
0.5454545454545454, T:Rollover,Crossover
0.4375, T:The Quiet Man,The Quiet
0.42307692307692313, T:The Son of Frankenstein,Sketches of Frank Gehry
0.6, T:Ivanhoe,Ivanhoe
0.5, T:The Farmer's Daughter,Ronja Robbersdaughter
0.4444444444444444, T:Ramrod,Framed
0.5, T:Breaking Away,Breaking Out
0.33333333333333337, T:Yol,Yrrol
0.5454545454545454, T:The Hand that Rocks the Cradle,The Wind That Shakes the Barley
0.75, T:Blood on the Moon,Blood on the Moon
0.4444444444444444, T:Pattes Blanches,Le Notti Bianche
0.5, T:Tess,Fateless
0.4375, T:The Brave One,The Bravados
0.75, T:The Sign of the Cross,The Sign of the Cross
0.3571428571428571, T:The Private Life of Helen of Troy,The Criminal Life of Archibaldo de la Cruz
0.5, T:Overboard,Overlord
0.5714285714285714, T:Deliverance,Severance
0.5, T:Men Don't Leave,Time to Leave
0.5555555555555556, T:Hollywood Bound,Hollywoodland
0.5, T:Un Revenant,The Covenant
0.46153846153846156, T:Beau James,Jesse James
0.5, T:The Car,The Scar
0.4736842105263158, T:The Last Remains,The Last Kiss
0.4444444444444444, T:Belle,Gabrielle
0.47058823529411764, T:Edison The Man,Trust the Man
0.5454545454545454, T:Cry-Baby,Sherrybaby
0.4666666666666667, T:White Zombie,Bio Zombie
0.46153846153846156, T:Dick Tracy,Idiocracy
0.4, T:Sensuous Vampires,Jesus Camp
0.4545454545454546, T:The Crow,The Bow
0.6666666666666667, T:The Crusades,The Crusades
0.5769230769230769, T:The Power and The Glory,The Tiger and the Snow
0.6875, T:Pretty Poison,Pretty Poison
0.6666666666666667, T:The Mountain,The Fountain
0.34375, Tm:Romantic Comedy,Fear City: A Family-Style Comedy
0.5, T:Assassins,Assassin(s)
0.6875, T:Union Pacific,Union Pacific
0.36, T:Jackie Brown,A Boy Named Charlie Brown
0.4444444444444444, T:Cathy Come Home,"Snoopy, Come Home"
0.5, T:Sweetheart,A Soldier's Sweetheart
0.4545454545454546, T:The Prince of Egypt,The Science of Sleep
0.75, T:City for Conquest,City for Conquest
0.375, T:Critical Care,Initial D
0.375, T:Naked,Wicked
0.6956521739130435, T:The Long Voyage Home,The Long Voyage Home
0.75, T:Not as a Stranger,Not as a Stranger
0.5238095238095238, T:The Black Mantilla,The Black Dahlia
0.46153846153846156, T:The Wounds,The Woods
0.5294117647058824, T:Blondie's Hero,Everyone's Hero
0.4375, T:Dirty Dancing,Gridiron Gang
0.47619047619047616, T:The Lost Continent,The Seventh Continent
0.4, T:Electra,Aaltra
0.6153846153846154, T:Wonder Man,Wonder Man
0.5, T:Toy Story,Lisbon Story
0.6666666666666667, T:Streamers,Streamers
0.5, T:Hand of Death,Land of Plenty
0.4444444444444444, T:Eating,Lemming
0.4, T:Yerma,Taxidermia
0.40909090909090906, T:The Quest for Camelot,Flight from Death: The Quest for Immortality
0.33333333333333337, T:Eva,Yuva
0.3846153846153846, T:I Confess,Mondo Topless
0.5, T:On The Bridge,The Bridge
0.25, T:The Vixen,Vixen!
0.4666666666666667, Tm:House Calls,Empire Falls
0.5, T:Camille,Piccadilly
0.6666666666666667, T:The Private Life of Henry VIII,The Private Life of Henry VIII
0.47058823529411764, T:Apocalypse Now,Apocalypto
0.736842105263158, T:Household Saints,Household Saints
0.7222222222222222, T:Raintree County,Raintree County
0.5454545454545454, T:Playboys,Flyboys
0.33333333333333337, T:Chapter Two,Jackass Number Two
0.7142857142857143, T:All the King's Men,All the King's Men
0.4545454545454546, T:Observations Under the Volcano,Conversations with Other Women
0.37254901960784315, T:The Great Adventure,The Land Before Time II: The Great Valley Adventure
0.5, T:The Genius,Father Sergius
0.6428571428571428, T:The Assault,The Assault
0.2650602409638554, T:The Americanization of Emily,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
0.33333333333333337, T:The Warriors,Iraq for Sale: The War Profiteers
0.35, T:Man's Best Friend,Pan's Labyrinth
0.6470588235294117, T:The Conquerors,The Conqueror
0.6666666666666667, T:The Guardian,The Guardian
0.46153846153846156, T:Off Season,Open Season
0.7916666666666666, T:School for Scoundrels,School for Scoundrels
0.38235294117647056, T:Hell in the Pacific,Romy and Michele: In the Beginning
0.65, T:St.~Martin's Lane,St. Martin's Lane
0.0, T:Tora! Tora! Tora!,G.O.R.A.
0.5, T:The Departure,The Departed
0.6274509803921569, T:The Texas Chainsaw Massacre: The Next Generation,The Texas Chainsaw Massacre: The Beginning
0.5238095238095238, T:Eye of The Cat,Employee of the Month
0.5333333333333333, T:Nightbreaker,Stormbreaker
0.5, T:Morocco,Sirocco
0.33333333333333337," T:I, Spy","Hawaii, Oslo"
0.7222222222222222, T:Dante's Inferno,Dante's Inferno
0.47058823529411764, T:Student Bodies,Antibodies
0.5714285714285714, T:Dr.~Cyclops,Dr. Cyclops
0.43999999999999995, T:Flirting with Disaster,Running with Scissors
0.6666666666666667, T:Dillinger,Dillinger
0.6428571428571428, T:Brute Force,Brute Force
0.4285714285714286, T:Little Miss Marker,Ellie Parker
0.33333333333333337, T:The Judge,The Grudge 2
0.65, T:Woman of the Year,Man of the Year
0.38888888888888884, T:The Marying Man,The Marine
0.4, T:L'Amour,Infamous
0.625, T:A Night With the Boys,One Night with the King
0.36363636363636365, T:The Lodger: A Story of The London Fog,Once in a Lifetime: The Extraordinary Story of the New York Cosmos
0.4444444444444444, T:Fellini's Roma,Fellini's Casanova
0.6153846153846154, T:The Warrens of Virginia,The Howards of Virginia
0.4545454545454546, Tm:The Last of Sheila,The Last Bolshevik
0.33333333333333337, T:Apache,Chapayev
0.45833333333333337, T:Elementary School,The Elementary Particles
0.5454545454545454, T:Crackpot,Jackpot
0.36363636363636365, T:Far East,Feast
0.375, T:Wilde,Offside
0.4545454545454546, T:The Children's Hour,Little Children
0.4347826086956522, T:The Boys From Brazil,Deliver Us from Evil
0.736842105263158, T:Marie Antoinette,Marie Antoinette
0.33333333333333337, Tm:F.I.S.T.,F.I.S.T.
0.4782608695652174, T:Valley of the Giants,Facing the Giants
0.5, T:Broadway Melody,Broadway Bill
0.43999999999999995, T:The Last of England,The Last King of Scotland
0.29166666666666663, T:Meet John Doe,The U.S. vs. John Lennon
0.46153846153846156, T:Short Cuts,Shortbus
0.4736842105263158, T:Three Blind Mice,3 Blind Mice
0.5652173913043479, T:Children of the Corn,Children of Men
0.47058823529411764, T:The Percentage,The Prestige
0.44999999999999996, T:The Four Feathers,Flags of Our Fathers
0.36363636363636365, T:Blockade,Flicka
0.42307692307692313, T:Sleeping Car to Trieste,Sleeping Dogs Lie
0.3939393939393939, T:Fire in the Straw,After Five In The Forest Primeval
0.5714285714285714, T:Bad Company,9th Company
0.5625, T:Brave Warrior,Jade Warrior
0.36363636363636365, T:Pi\`eges,Spies
0.4117647058823529, T:Defending Your Life,A Guide To Recognizing Your Saints
0.4545454545454546, T:Sea of Love,Azumi 2: Death or Love
0.30000000000000004, T:Fame,13 Tzameti
0.17647058823529416, T:Outlaw in Town,Saw III
0.42105263157894735, T:To Catch a Thief,Catch a Fire
0.5416666666666667, T:Death of a Bureaucrat,Death of a President
0.5294117647058824, T:The Secret Six,Little Secrets
0.4, T:The Farmer's Wife,The Kaiser's Lackey
0.41666666666666663, T:Made in America,Corto Maltese in Siberia
0.5454545454545454, T:Swingers,5 Fingers
0.4137931034482759, T:The Object of my Affection,The Butterfly Effect 2
0.7941176470588236, T:The Charge of the Light Brigade,The Charge of the Light Brigade
0.35, T:Play Misty for Me,Platform
0.4, T:Runaway,Lunacy
0.46153846153846156, T:Swept Away,Flushed Away
0.46875, T:Anatomy of a Murder,Perfume: The Story of a Murderer
0.6666666666666667, T:Arabesque,Arabesque
0.368421052631579, T:Santa Claus and the 10th Avenue Kid,The Santa Clause 3: The Escape Clause
0.5789473684210527, T:The Lost Weekend,The Long Weekend
0.6666666666666667, T:Daddy Long Legs,Daddy Long Legs
0.2857142857142857, T:Eureka,"Cześć, Tereska"
0.5384615384615384, T:The Invisible Man,All the Invisible Children
0.4375, T:Jeanne Eagles,Ocean Waves
0.32352941176470584, T:Crime and Punishment,Joe Cocker - Mad Dogs & Englishmen
0.7058823529411764, T:Four Daughters,Four Daughters
0.4444444444444444, T:Ramona,Arizona
0.6, T:The Big City,The Big City
0.5588235294117647, T:Flesh and the Devil,"The World, the Flesh and the Devil"
0.4242424242424242, T:Island at the Top of the World,Mom and Dad Save the World
0.33333333333333337, T:Beach Red,Boynton Beach Club
0.4285714285714286, T:Curse of the Pink Panther,Farce of the Penguins
0.375, T:Back For Christmas,Emmet Otter's Jug-Band Christmas
0.41666666666666663, T:Good News,A Good Year
0.3666666666666667, T:Wake Up and Live,Dixie Chicks: Shut Up and Sing
0.33333333333333337, T:Urinal,Vital
0.6842105263157895, T:A Foreign Affair,A Foreign Affair
0.6153846153846154, T:The Return,The Return
0.4545454545454546, T:A Generation,For Your Consideration
0.5384615384615384, T:Feet First,Street Fight
0.5454545454545454, T:Red Dust,Red Dust
0.375, T:Quick,Fuck
0.5294117647058824, T:Shooting Stars,Shooting Dogs
0.6875, T:Casino Royale,Casino Royale
0.4117647058823529, T:Happy Together,Happy Feet
0.4444444444444444, T:Sweet Poison,Let's Go to Prison
0.30000000000000004, T:Deja Vu,Déjà Vu
0.5, T:Bobby,Bobby
0.40909090909090906, T:Valley of the Dolls,Deck the Halls
0.4375, T:Fortress,10 Items or Less
0.5454545454545454, T:Holiday,The Holiday
0.6818181818181819, T:I Wake up Screaming,I Wake Up Screaming
0.4, T:Fabula de la Bella Palomera,Luna de Avellaneda
0.2777777777777778, T:And now My Love,Snow Cake
0.4285714285714286, Tm:Hard Times,Harsh Times
0.41666666666666663, T:London After Midnight,London to Brighton
0.23076923076923073, T:The Legacy,Gacy
0.4375, T:Rotation,Fast Food Nation
0.55, T:La B\^ete Humaine,La Bête Humaine
0.7666666666666666, T:Celine and Julie Go Boating,Celine and Julie Go Boating
0.6666666666666667, T:Min and Bill,Min and Bill
0.43243243243243246, T:Twenty-Thousand Years in Sing Sing,"20,000 Years in Sing Sing"
0.7307692307692308, T:The Great Train Robbery,The Great Train Robbery
0.7727272727272727, T:Simon of the Desert,Simon of the Desert
0.38235294117647056, T:In the Line of Fire,Tenacious D in The Pick of Destiny
0.7, T:The Facts of Life,The Facts of Life
0.76, T:It's A Wonderful World,It's a Wonderful World
0.4137931034482759, T:The Best of Times,"OSS 117: Cairo, Nest of Spies"
0.4444444444444444, T:Pecker,Reeker
0.7058823529411764, T:Sitting Pretty,Sitting Pretty
0.5238095238095238, T:The Last Dark Step,The Last Hard Men
0.38095238095238093, T:Fighter Squad,A Brighter Summer Day
0.33333333333333337, T:Gog,Moog
0.5, T:The Phenix City Story,The Nativity Story
0.33333333333333337, T:The Fall of the House of Usher,Van Wilder 2: The Rise of Taj
0.4545454545454546, T:Tristana,Turistas
0.46153846153846156, T:Diamonds,Blood Diamond
0.7619047619047619, T:Dracula's Daughter,Dracula's Daughter
0.4137931034482759, T:The Woman of Rome,Doc Savage: The Man of Bronze
0.33333333333333337, T:She,She
0.4545454545454546, T:Election,Election 2
0.3846153846153846, T:Crimes and Misdemeanors,Unaccompanied Minors
0.4666666666666667, T:The Blackout,Off the Black
0.7222222222222222, T:Charlotte's Web,Charlotte's Web
0.41666666666666663, T:Dragonwyk,Eragon
0.3846153846153846, T:Cat Ballou,Rocky Balboa
0.5333333333333333, T:Coney Island,Iron Island
0.36585365853658536, T:An Imaginary Tale,Fur: An Imaginary Portrait of Diane Arbus
0.5454545454545454, T:Girl Shy,Girl Shy
0.6666666666666667, T:The Dam Busters,The Dam Busters
0.47619047619047616, T:Busman's Honeymoon,Zombie Honeymoon
0.5, T:The Rugrats Movie,Another Gay Movie
0.3076923076923077, T:The Matrix,The Myth
0.4375, T:Sister Sister,Oyster Farmer
0.7222222222222222, T:Waterloo Bridge,Waterloo Bridge
0.6842105263157895, T:Red-headed Woman,Red-Headed Woman
0.5555555555555556, T:Daniel,Daniel
0.4444444444444444, T:Powder,Power
0.6666666666666667, T:Lost Horizon,Lost Horizon
0.6666666666666667, T:The Man Who Never Was,The Man Who Never Was
0.7058823529411764, T:Something Wild,Something Wild
0.6842105263157895, T:The Painted Veil,The Painted Veil
0.4347826086956522, T:Welcome Mr.~Marshall,We Are Marshall
0.38888888888888884, Tm:Promises in the Dark,The Place Promised in Our Early Days
0.4117647058823529, T:The Rogue Song,The Plague Dogs
0.4444444444444444, T:The Good Father,The Good Shepherd
0.6923076923076923, T:Dreamgirls,Dreamgirls
0.40909090909090906, T:The Village teacher,The Page Turner
0.37037037037037035, T:The Angelic Conversation,Loose Change: 2nd Edition
0.5263157894736843, T:Around the World,We Feed the World
0.6153846153846154, T:Decameron,The Decameron
0.4444444444444444, T:The Dam Busters,Freedom Writers
0.28888888888888886, T:In the Realm of the Senses,When the Levees Broke: A Requiem in Four Acts
0.6666666666666667, T:The Intruder,The Intruder
0.7333333333333334, T:Katzelmacher,Katzelmacher
0.07692307692307687, T:Fire,INLAND EMPIRE
0.4, T:Shane,Sebastiane
0.30000000000000004, T:Savage,Caravaggio
0.46153846153846156, T:Wild Birds,Wild Side
0.42105263157894735, T:The Leather Boys,The History Boys
0.5, T:A Royal Scandal,Notes on a Scandal
0.35, T:She Couldn't Say No,Children Shouldn't Play with Dead Things
0.6, T:Inferno,Inferno
0.48, T:The Eagle and the Hawk,The Face Behind the Mask
0.5294117647058824, T:Life of Moses,The Life of Jesus
0.5, T:Dead Alive,DOA: Dead or Alive
0.4666666666666667, T:The Girl of the Golden West,Curse of the Golden Flower
0.45833333333333337, T:The Brothers McMullen,The Bothersome Man
0.47619047619047616, T:Knife in the Water,Don't Drink the Water
0.4444444444444444, T:The Goose Woman,The Good German
0.41666666666666663, T:Metroland,Sweet Land
0.47619047619047616, T:News From Home,Letters from Iwo Jima
0.4, T:Shooting Stars,Presenting Lily Mars
0.5714285714285714, T:Back For Christmas,Black Christmas
0.6190476190476191, T:Happily Ever After,Happily N'Ever After
0.5294117647058824, T:The Brave,Home of the Brave
0.36363636363636365, T:Code Name: Emerald,Code Name: The Cleaner
0.6428571428571428, T:On The Yard,Stomp the Yard
0.3846153846153846, T:Die Mutter,Miss Potter
0.4, T:The Invisible Man,Arthur and the Invisibles
0.41666666666666663, T:I Saw The Whole Thing,Tell Me Something
0.375, T:Annabel,Loving Annabelle
0.3513513513513513, T:In the Presence of a Clown,American Pie Presents: The Naked Mile
0.4375, Tm:First Family,Rolling Family
0.5, T:The Young Girls of Wilko,The Young Girls of Rochefort
0.7727272727272727, T:Alice in the Cities,Alice in the Cities
0.7391304347826086, T:David and Bathsheeba,David and Bathsheba
0.3846153846153846, T:Golden Boy,Old Joy
0.4444444444444444, T:The Delinquents,The Banquet
0.36363636363636365, T:Ravenous,Venus
0.5555555555555556, T:Hollywood Revue,My Bollywood Bride
0.4, T:Rio Rita,Rosario Tijeras
0.736842105263158, T:American Madness,American Madness
0.46875, T:The Return of the Swamp Thing,The Return of Don Camillo
0.6428571428571428, T:Don Camillo,Don Camillo
0.5882352941176471, T:Visible Cities,Invisible Waves
0.4666666666666667, T:Gold Raiders,Cold Showers
0.5714285714285714, T:The Tingler,The Singer
0.3846153846153846, T:Crime Wave,Primeval
0.4, T:The Fog,Alpha Dog
0.6428571428571428, T:The Hitcher,The Hitcher
0.5, T:The Dead Pool,The Dead Girl
0.42307692307692313, T:Le Testament d'Orph\'ee,Testament of Orpheus
0.4666666666666667, T:House of Wax,House Of 9
0.6428571428571428, T:Stolen Life,A Stolen Life
0.6470588235294117, T:The Wedding,After the Wedding
0.30000000000000004, T:Ragtime,Time
0.5, T:Le Silence,Into Great Silence
0.5, T:Air Force One,Dinner for One
0.41666666666666663, T:The Doors,Red Doors
0.5, T:The Josephine Baker Story,The Wendell Baker Story
0.3846153846153846, T:Angel Face,Crawlspace
0.375," T:Sunday, Bloody Sunday",Linda Linda Linda
0.5, Tm:Juarez,Juarez
0.4444444444444444, T:Peeping Tom,The Weeping Meadow
0.6, T:Daisies,Daisies
0.33333333333333337, T:Passage to Marseilles,Bridge to Terabithia
0.3846153846153846, T:The Plague,Beer League
0.5, T:Dead Cert,Dead Meat
0.7222222222222222, T:Killer of Sheep,Killer of Sheep
0.4516129032258065, T:The Childhood of Maxim Gorki,The Blood of a Poet
0.41666666666666663, T:Jetsons: The Movie,Dirty Sanchez: The Movie
0.6111111111111112, T:Duel in the Sun,Shadows in the Sun
0.33333333333333337, Tm:Madhouse,House
0.4444444444444444, Tm:Lenny,Kenny
0.25, T:28 Up,49 Up
0.6, T:Actress,Waitress
0.47058823529411764, T:The Secret Six,The Secret
0.3846153846153846, T:Ever After,Neverwas
0.3571428571428571, T:Seven Faces,Seven Up!
0.5, T:Seven,7 Plus Seven
0.4, T:The First Gentleman,Record of a Tenement Gentleman
0.375, T:Giant,R-Point
0.4347826086956522, T:Death and the Maiden,Catch and Release
0.4, T:Going Places,Smokin' Aces
0.5652173913043479, T:Blood and Black Lace,Blood and Chocolate
0.4285714285714286, T:Movie Movie,Epic Movie
0.5625, T:The Passenger,The Messengers
0.36363636363636365, T:Because You're Mine,Because I Said So
0.4444444444444444, T:Hannibal Lector,Hannibal Rising
0.33333333333333337, T:It,Norbit
0.40740740740740744," T:Lemora, the Lady Dracula",Billy the Kid vs. Dracula
0.46153846153846156, T:Dark Angel,Red Angel
0.40909090909090906, T:Legends of the Fall,The Boss of It All
0.5333333333333333, T:The Cowboys,Cocaine Cowboys
0.6875, T:Lonely Hearts,Lonely Hearts
0.46153846153846156, T:Gribouille,Ratatouille
0.5333333333333333, T:Dead Ringers,Five Fingers
0.15384615384615385, T:Intermezzo,Izo
0.4285714285714286, T:Lola,Lola
0.41666666666666663, T:The Saint,The Point!
0.37037037037037035," T:Paris, Roman d'une Ville","Paris, je t'aime"
0.35, T:The Strong Man,The Astronaut Farmer
0.2222222222222222, T:Muriel,Murk
0.29729729729729726, T:The Brady Bunch Movie,"Wake Up, Ron Burgundy: The Lost Movie"
0.375, T:Twilight Zone,SPL: Kill Zone
0.30000000000000004, T:Fiorile,Mafioso
0.45833333333333337, T:I Saw The Whole Thing,It's a Boy Girl Thing
0.7, T:Myra Breckenridge,Myra Breckinridge
0.5714285714285714, Tm:Vice Squad,Vice Squad
0.4, T:The King and I,The Ugly Duckling and Me!
0.4285714285714286, T:Kika,Danika
0.5882352941176471, T:Paths of Glory,Days of Glory
0.47058823529411764, T:Abbott and Costello Meet Dr.~Jekyll and Mr.~Hyde,The Strange Case of Dr. Jekyll and Mr. Hyde
0.4444444444444444, Tm:Chino,Schizo
0.5, T:Homer's Odyssey,The Odyssey
0.6, T:unknown,Unknown
0.35, T:Geo le Mysterieux,Magical Mystery Tour
0.5, T:Lord of The Ring,Ringers - Lord of the Fans
0.7727272727272727, T:Sisters of the Gion,Sisters of the Gion
0.4285714285714286, T:Jetsons: The Movie,Trailer Park Boys: The Movie
0.5, T:Ghost Fever,Ghost Rider
0.4, T:Teacher,Breach
0.5, T:Our Little Girl,Daddy's Little Girls
0.4444444444444444, T:Rich and Famous,Music and Lyrics
0.38888888888888884, T:The October Man,The Number 23
0.33333333333333337, T:Moon over Miami,Reno 911!: Miami
0.44999999999999996, T:Black Magic Woman,Black Snake Moan
0.5, T:Red Garters,Gray Matters
0.5, T:Sleep with Me,Be with Me
0.6086956521739131, T:The Shooting Gallery,Shooting Gallery
0.36585365853658536," T:What Did You Do in the War, Thanassis?",What Will You Do When You Catch Me?
0.5, T:The Dancer of Paris,The Dagger of Kamui
0.3421052631578947, T:A Man about the House,loudQUIETloud: A Film About the Pixies
0.6, T:Father and Son,My Father and My Son
0.5, T:My Girl,Factory Girl
0.5333333333333333, Tm:Salon-Kitty,Salon Kitty
0.3529411764705882, T:Traffic,Human Trafficking
0.41666666666666663, T:Soul Food,Kidulthood
0.3913043478260869, T:Strike Up the Band,Like Mike 2: Streetball
0.7058823529411764, T:Lady in Cement,Lady in Cement
0.5, T:Trash,Street Trash
0.44999999999999996, T:The Fighting Lady,Fighting Elegy
0.38888888888888884, T:The Piano,Salvatore Giuliano
0.6956521739130435, T:First Man Into Space,First Man Into Space
0.5555555555555556, T:In Cold Blood,I Drink Your Blood
0.5, T:Fuzz,Hot Fuzz
